"","date","hits","keyword"
"256",2022-05-11,0,"Fajardo Presidente"
"257",2022-05-12,4,"Fajardo Presidente"
"258",2022-05-13,3,"Fajardo Presidente"
"259",2022-05-14,1,"Fajardo Presidente"
"260",2022-05-15,0,"Fajardo Presidente"
"261",2022-05-16,0,"Fajardo Presidente"
"262",2022-05-17,1,"Fajardo Presidente"
"263",2022-05-18,0,"Fajardo Presidente"
"264",2022-05-19,0,"Fajardo Presidente"
"265",2022-02-21,1,"Rodolfo Presidente"
"266",2022-02-22,1,"Rodolfo Presidente"
"267",2022-02-23,2,"Rodolfo Presidente"
"268",2022-02-24,1,"Rodolfo Presidente"
"269",2022-02-25,0,"Rodolfo Presidente"
"270",2022-02-26,1,"Rodolfo Presidente"
"271",2022-02-27,4,"Rodolfo Presidente"
"272",2022-02-28,1,"Rodolfo Presidente"
"273",2022-03-01,0,"Rodolfo Presidente"
"274",2022-03-02,0,"Rodolfo Presidente"
"275",2022-03-03,0,"Rodolfo Presidente"
"276",2022-03-04,2,"Rodolfo Presidente"
"277",2022-03-05,0,"Rodolfo Presidente"
"278",2022-03-06,0,"Rodolfo Presidente"
"279",2022-03-07,1,"Rodolfo Presidente"
"280",2022-03-08,3,"Rodolfo Presidente"
"281",2022-03-09,3,"Rodolfo Presidente"
"282",2022-03-10,3,"Rodolfo Presidente"
"283",2022-03-11,7,"Rodolfo Presidente"
"284",2022-03-12,5,"Rodolfo Presidente"
"285",2022-03-13,22,"Rodolfo Presidente"
"286",2022-03-14,8,"Rodolfo Presidente"
"287",2022-03-15,4,"Rodolfo Presidente"
"288",2022-03-16,0,"Rodolfo Presidente"
"289",2022-03-17,1,"Rodolfo Presidente"
"290",2022-03-18,1,"Rodolfo Presidente"
"291",2022-03-19,0,"Rodolfo Presidente"
"292",2022-03-20,0,"Rodolfo Presidente"
"293",2022-03-21,3,"Rodolfo Presidente"
"294",2022-03-22,0,"Rodolfo Presidente"
"295",2022-03-23,2,"Rodolfo Presidente"
"296",2022-03-24,0,"Rodolfo Presidente"
"297",2022-03-25,1,"Rodolfo Presidente"
"298",2022-03-26,0,"Rodolfo Presidente"
"299",2022-03-27,1,"Rodolfo Presidente"
"300",2022-03-28,2,"Rodolfo Presidente"
"301",2022-03-29,1,"Rodolfo Presidente"
"302",2022-03-30,1,"Rodolfo Presidente"
"303",2022-03-31,1,"Rodolfo Presidente"
"304",2022-04-01,0,"Rodolfo Presidente"
"305",2022-04-02,1,"Rodolfo Presidente"
"306",2022-04-03,1,"Rodolfo Presidente"
"307",2022-04-04,0,"Rodolfo Presidente"
"308",2022-04-05,3,"Rodolfo Presidente"
"309",2022-04-06,2,"Rodolfo Presidente"
"310",2022-04-07,0,"Rodolfo Presidente"
"311",2022-04-08,0,"Rodolfo Presidente"
"312",2022-04-09,1,"Rodolfo Presidente"
"313",2022-04-10,0,"Rodolfo Presidente"
"314",2022-04-11,1,"Rodolfo Presidente"
"315",2022-04-12,1,"Rodolfo Presidente"
"316",2022-04-13,0,"Rodolfo Presidente"
"317",2022-04-14,1,"Rodolfo Presidente"
"318",2022-04-15,0,"Rodolfo Presidente"
"319",2022-04-16,0,"Rodolfo Presidente"
"320",2022-04-17,3,"Rodolfo Presidente"
"321",2022-04-18,1,"Rodolfo Presidente"
"322",2022-04-19,1,"Rodolfo Presidente"
"323",2022-04-20,1,"Rodolfo Presidente"
"324",2022-04-21,0,"Rodolfo Presidente"
"325",2022-04-22,0,"Rodolfo Presidente"
"326",2022-04-23,0,"Rodolfo Presidente"
"327",2022-04-24,1,"Rodolfo Presidente"
"328",2022-04-25,1,"Rodolfo Presidente"
"329",2022-04-26,1,"Rodolfo Presidente"
"330",2022-04-27,4,"Rodolfo Presidente"
"331",2022-04-28,2,"Rodolfo Presidente"
"332",2022-04-29,3,"Rodolfo Presidente"
"333",2022-04-30,1,"Rodolfo Presidente"
"334",2022-05-01,1,"Rodolfo Presidente"
"335",2022-05-02,1,"Rodolfo Presidente"
"336",2022-05-03,1,"Rodolfo Presidente"
"337",2022-05-04,0,"Rodolfo Presidente"
"338",2022-05-05,3,"Rodolfo Presidente"
"339",2022-05-06,4,"Rodolfo Presidente"
"340",2022-05-07,0,"Rodolfo Presidente"
"341",2022-05-08,1,"Rodolfo Presidente"
"342",2022-05-09,5,"Rodolfo Presidente"
"343",2022-05-10,3,"Rodolfo Presidente"
"344",2022-05-11,3,"Rodolfo Presidente"
"345",2022-05-12,1,"Rodolfo Presidente"
"346",2022-05-13,8,"Rodolfo Presidente"
"347",2022-05-14,7,"Rodolfo Presidente"
"348",2022-05-15,8,"Rodolfo Presidente"
"349",2022-05-16,5,"Rodolfo Presidente"
"350",2022-05-17,5,"Rodolfo Presidente"
"351",2022-05-18,7,"Rodolfo Presidente"
"352",2022-05-19,0,"Rodolfo Presidente"
