"","CODE_REGIS","Presi","VOTOS"
"1911",21031,"Petro",6088
"1912",21040,"Fajardo",232
"1913",21040,"Fico",1928
"1914",21040,"Petro",1811
"1915",21042,"Fajardo",119
"1916",21042,"Fico",1654
"1917",21042,"Petro",1136
"1918",21046,"Fajardo",57
"1919",21046,"Fico",2465
"1920",21046,"Petro",1016
"1921",21048,"Fajardo",159
"1922",21048,"Fico",1225
"1923",21048,"Petro",906
"1924",21049,"Fajardo",355
"1925",21049,"Fico",4829
"1926",21049,"Petro",3757
"1927",21052,"Fajardo",756
"1928",21052,"Fico",7697
"1929",21052,"Petro",6773
"1930",21055,"Fajardo",299
"1931",21055,"Fico",3678
"1932",21055,"Petro",2144
"1933",21058,"Fajardo",54
"1934",21058,"Fico",1538
"1935",21058,"Petro",771
"1936",21060,"Fajardo",87
"1937",21060,"Fico",3400
"1938",21060,"Petro",429
"1939",21067,"Fajardo",70
"1940",21067,"Fico",2169
"1941",21067,"Petro",644
"1942",21070,"Fajardo",363
"1943",21070,"Fico",2144
"1944",21070,"Petro",2443
"1945",21073,"Fajardo",130
"1946",21073,"Fico",1283
"1947",21073,"Petro",1312
"1948",21076,"Fajardo",241
"1949",21076,"Fico",2345
"1950",21076,"Petro",1360
"1951",21078,"Fajardo",71
"1952",21078,"Fico",933
"1953",21078,"Petro",1192
"1954",21079,"Fajardo",285
"1955",21079,"Fico",4047
"1956",21079,"Petro",2371
"1957",21085,"Fajardo",216
"1958",21085,"Fico",1181
"1959",21085,"Petro",1741
"1960",21090,"Fajardo",39
"1961",21090,"Fico",1632
"1962",21090,"Petro",636
"1963",21095,"Fajardo",670
"1964",21095,"Fico",2624
"1965",21095,"Petro",6019
"1966",23001,"Fajardo",18570
"1967",23001,"Fico",21739
"1968",23001,"Petro",102761
"1969",23004,"Fajardo",282
"1970",23004,"Fico",295
"1971",23004,"Petro",1312
"1972",23007,"Fajardo",240
"1973",23007,"Fico",173
"1974",23007,"Petro",1345
"1975",23010,"Fajardo",215
"1976",23010,"Fico",252
"1977",23010,"Petro",1795
"1978",23013,"Fajardo",116
"1979",23013,"Fico",377
"1980",23013,"Petro",971
"1981",23016,"Fajardo",264
"1982",23016,"Fico",359
"1983",23016,"Petro",2767
"1984",23017,"Fajardo",175
"1985",23017,"Fico",204
"1986",23017,"Petro",1761
"1987",23019,"Fajardo",843
"1988",23019,"Fico",1019
"1989",23019,"Petro",2890
"1990",23022,"Fajardo",133
"1991",23022,"Fico",77
"1992",23022,"Petro",2475
"1993",23025,"Fajardo",328
"1994",23025,"Fico",705
"1995",23025,"Petro",2011
"1996",23028,"Fajardo",199
"1997",23028,"Fico",206
"1998",23028,"Petro",1466
"1999",23031,"Fajardo",182
"2000",23031,"Fico",263
"2001",23031,"Petro",3012
"2002",23034,"Fajardo",179
"2003",23034,"Fico",134
"2004",23034,"Petro",1479
"2005",23037,"Fajardo",469
"2006",23037,"Fico",551
"2007",23037,"Petro",7759
"2008",23038,"Fajardo",319
"2009",23038,"Fico",395
"2010",23038,"Petro",3334
"2011",23039,"Fajardo",28
"2012",23039,"Fico",23
"2013",23039,"Petro",1987
"2014",23040,"Fajardo",93
"2015",23040,"Fico",94
"2016",23040,"Petro",2931
"2017",23041,"Fajardo",95
"2018",23041,"Fico",115
"2019",23041,"Petro",4272
"2020",23043,"Fajardo",402
"2021",23043,"Fico",380
"2022",23043,"Petro",3206
"2023",23044,"Fajardo",90
"2024",23044,"Fico",135
"2025",23044,"Petro",1682
"2026",23046,"Fajardo",376
"2027",23046,"Fico",603
"2028",23046,"Petro",2728
"2029",23047,"Fajardo",89
"2030",23047,"Fico",20
"2031",23047,"Petro",1898
"2032",23049,"Fajardo",92
"2033",23049,"Fico",216
"2034",23049,"Petro",1082
"2035",23052,"Fajardo",368
"2036",23052,"Fico",738
"2037",23052,"Petro",4370
"2038",23055,"Fajardo",337
"2039",23055,"Fico",576
"2040",23055,"Petro",3377
"2041",23058,"Fajardo",223
"2042",23058,"Fico",194
"2043",23058,"Petro",1434
"2044",23061,"Fajardo",157
"2045",23061,"Fico",180
"2046",23061,"Petro",1729
"2047",23064,"Fajardo",181
"2048",23064,"Fico",208
"2049",23064,"Petro",1694
"2050",23067,"Fajardo",3903
"2051",23067,"Fico",4021
"2052",23067,"Petro",19698
"2053",23073,"Fajardo",311
"2054",23073,"Fico",376
"2055",23073,"Petro",4949
"2056",23076,"Fajardo",277
"2057",23076,"Fico",475
"2058",23076,"Petro",3156
"2059",23077,"Fajardo",74
"2060",23077,"Fico",93
"2061",23077,"Petro",1045
"2062",23078,"Fajardo",46
"2063",23078,"Fico",33
"2064",23078,"Petro",1326
"2065",23079,"Fajardo",622
"2066",23079,"Fico",1105
"2067",23079,"Petro",4400
"2068",23080,"Fajardo",70
"2069",23080,"Fico",186
"2070",23080,"Petro",3996
"2071",23082,"Fajardo",153
"2072",23082,"Fico",336
"2073",23082,"Petro",2573
"2074",23085,"Fajardo",106
"2075",23085,"Fico",143
"2076",23085,"Petro",2344
"2077",23088,"Fajardo",69
"2078",23088,"Fico",66
"2079",23088,"Petro",1541
"2080",23091,"Fajardo",101
"2081",23091,"Fico",142
"2082",23091,"Petro",1877
"2083",23094,"Fajardo",37
"2084",23094,"Fico",59
"2085",23094,"Petro",2112
"2086",23095,"Fajardo",151
"2087",23095,"Fico",168
"2088",23095,"Petro",4377
"2089",23096,"Fajardo",228
"2090",23096,"Fico",327
"2091",23096,"Petro",1381
"2092",23097,"Fajardo",155
"2093",23097,"Fico",238
"2094",23097,"Petro",765
"2095",23098,"Fajardo",111
"2096",23098,"Fico",130
"2097",23098,"Petro",4211
"2098",23100,"Fajardo",301
"2099",23100,"Fico",334
"2100",23100,"Petro",1775
"2101",23101,"Fajardo",31
"2102",23101,"Fico",52
"2103",23101,"Petro",1689
"2104",23103,"Fajardo",174
"2105",23103,"Fico",230
"2106",23103,"Petro",2251
"2107",23106,"Fajardo",514
"2108",23106,"Fico",449
"2109",23106,"Petro",2636
"2110",23109,"Fajardo",205
"2111",23109,"Fico",217
"2112",23109,"Petro",2794
"2113",23112,"Fajardo",84
"2114",23112,"Fico",24
"2115",23112,"Petro",2268
"2116",23115,"Fajardo",340
"2117",23115,"Fico",460
"2118",23115,"Petro",6717
"2119",23118,"Fajardo",1204
"2120",23118,"Fico",639
"2121",23118,"Petro",4564
"2122",23120,"Fajardo",244
"2123",23120,"Fico",396
"2124",23120,"Petro",1690
"2125",23121,"Fajardo",341
"2126",23121,"Fico",724
"2127",23121,"Petro",2985
"2128",23123,"Fajardo",168
"2129",23123,"Fico",216
"2130",23123,"Petro",1053
"2131",23124,"Fajardo",197
"2132",23124,"Fico",224
"2133",23124,"Petro",5085
"2134",23125,"Fajardo",77
"2135",23125,"Fico",62
"2136",23125,"Petro",1428
"2137",23127,"Fajardo",75
"2138",23127,"Fico",89
"2139",23127,"Petro",1819
"2140",23130,"Fajardo",248
"2141",23130,"Fico",343
"2142",23130,"Petro",1482
"2143",23133,"Fajardo",164
"2144",23133,"Fico",319
"2145",23133,"Petro",5461
"2146",23136,"Fajardo",395
"2147",23136,"Fico",328
"2148",23136,"Petro",2112
"2149",23139,"Fajardo",2995
"2150",23139,"Fico",4372
"2151",23139,"Petro",24909
"2152",23142,"Fajardo",907
"2153",23142,"Fico",1765
"2154",23142,"Petro",8776
"2155",23145,"Fajardo",220
"2156",23145,"Fico",254
"2157",23145,"Petro",2398
"2158",24001,"Fajardo",28493
"2159",24001,"Fico",52694
"2160",24001,"Petro",58294
"2161",24008,"Fajardo",426
"2162",24008,"Fico",1064
"2163",24008,"Petro",644
"2164",24013,"Fajardo",186
"2165",24013,"Fico",283
"2166",24013,"Petro",399
"2167",24021,"Fajardo",879
"2168",24021,"Fico",1738
"2169",24021,"Petro",1221
"2170",24025,"Fajardo",11837
"2171",24025,"Fico",19109
"2172",24025,"Petro",24204
"2173",24029,"Fajardo",334
"2174",24029,"Fico",1101
"2175",24029,"Petro",713
"2176",24038,"Fajardo",188
"2177",24038,"Fico",584
"2178",24038,"Petro",510
"2179",24046,"Fajardo",1123
"2180",24046,"Fico",2457
"2181",24046,"Petro",3458
"2182",24054,"Fajardo",547
"2183",24054,"Fico",1534
"2184",24054,"Petro",1171
"2185",24062,"Fajardo",236
"2186",24062,"Fico",413
"2187",24062,"Petro",917
"2188",24070,"Fajardo",176
"2189",24070,"Fico",448
"2190",24070,"Petro",1743
"2191",24078,"Fajardo",786
"2192",24078,"Fico",735
"2193",24078,"Petro",1811
"2194",24086,"Fajardo",3932
"2195",24086,"Fico",7358
"2196",24086,"Petro",7677
"2197",24094,"Fajardo",298
"2198",24094,"Fico",913
"2199",24094,"Petro",495
"2200",25001,"Fajardo",41365
"2201",25001,"Fico",73562
"2202",25001,"Petro",38602
"2203",25004,"Fajardo",565
"2204",25004,"Fico",1407
"2205",25004,"Petro",1306
"2206",25007,"Fajardo",177
"2207",25007,"Fico",494
"2208",25007,"Petro",175
"2209",25010,"Fajardo",475
"2210",25010,"Fico",778
"2211",25010,"Petro",302
"2212",25013,"Fajardo",52
"2213",25013,"Fico",483
"2214",25013,"Petro",74
"2215",25016,"Fajardo",95
"2216",25016,"Fico",121
"2217",25016,"Petro",131
"2218",25019,"Fajardo",167
"2219",25019,"Fico",724
"2220",25019,"Petro",111
"2221",25022,"Fajardo",302
"2222",25022,"Fico",623
"2223",25022,"Petro",1700
"2224",25025,"Fajardo",156
"2225",25025,"Fico",397
"2226",25025,"Petro",167
"2227",25028,"Fajardo",1207
"2228",25028,"Fico",1616
"2229",25028,"Petro",943
"2230",25031,"Fajardo",492
"2231",25031,"Fico",189
"2232",25031,"Petro",285
"2233",25034,"Fajardo",292
"2234",25034,"Fico",420
"2235",25034,"Petro",167
"2236",25036,"Fajardo",141
"2237",25036,"Fico",91
"2238",25036,"Petro",2579
"2239",25037,"Fajardo",252
"2240",25037,"Fico",353
"2241",25037,"Petro",716
"2242",25038,"Fajardo",773
"2243",25038,"Fico",1314
"2244",25038,"Petro",982
"2245",25040,"Fajardo",158
"2246",25040,"Fico",1188
"2247",25040,"Petro",164
"2248",25043,"Fajardo",149
"2249",25043,"Fico",127
"2250",25043,"Petro",1815
"2251",25046,"Fajardo",178
"2252",25046,"Fico",135
"2253",25046,"Petro",61
"2254",25049,"Fajardo",129
"2255",25049,"Fico",194
"2256",25049,"Petro",128
"2257",25051,"Fajardo",202
"2258",25051,"Fico",314
"2259",25051,"Petro",426
"2260",25052,"Fajardo",96
"2261",25052,"Fico",189
"2262",25052,"Petro",313
"2263",25054,"Fajardo",5585
"2264",25054,"Fico",8201
"2265",25054,"Petro",4635
"2266",25055,"Fajardo",118
"2267",25055,"Fico",962
"2268",25055,"Petro",61
"2269",25058,"Fajardo",89
"2270",25058,"Fico",66
"2271",25058,"Petro",78
"2272",25061,"Fajardo",3400
"2273",25061,"Fico",7555
"2274",25061,"Petro",8922
"2275",25064,"Fajardo",2870
"2276",25064,"Fico",2943
"2277",25064,"Petro",4755
"2278",25067,"Fajardo",212
"2279",25067,"Fico",406
"2280",25067,"Petro",145
"2281",25069,"Fajardo",171
"2282",25069,"Fico",247
"2283",25069,"Petro",203
"2284",25070,"Fajardo",190
"2285",25070,"Fico",735
"2286",25070,"Petro",132
"2287",25073,"Fajardo",284
"2288",25073,"Fico",848
"2289",25073,"Petro",246
"2290",25076,"Fajardo",39
"2291",25076,"Fico",21
"2292",25076,"Petro",3450
"2293",25079,"Fajardo",287
"2294",25079,"Fico",568
"2295",25079,"Petro",305
"2296",25082,"Fajardo",99
"2297",25082,"Fico",420
"2298",25082,"Petro",134
"2299",25085,"Fajardo",624
"2300",25085,"Fico",1774
"2301",25085,"Petro",640
"2302",25088,"Fajardo",107
"2303",25088,"Fico",92
"2304",25088,"Petro",102
"2305",25091,"Fajardo",126
"2306",25091,"Fico",134
"2307",25091,"Petro",3466
"2308",25093,"Fajardo",816
"2309",25093,"Fico",998
"2310",25093,"Petro",2971
"2311",25094,"Fajardo",586
"2312",25094,"Fico",1069
"2313",25094,"Petro",467
"2314",25097,"Fajardo",75
"2315",25097,"Fico",646
"2316",25097,"Petro",58
"2317",25100,"Fajardo",4195
"2318",25100,"Fico",6922
"2319",25100,"Petro",3330
"2320",26001,"Fajardo",20730
"2321",26001,"Fico",38211
"2322",26001,"Petro",33144
"2323",26005,"Fajardo",107
"2324",26005,"Fico",368
"2325",26005,"Petro",226
"2326",26010,"Fajardo",3886
"2327",26010,"Fico",7594
"2328",26010,"Petro",6130
"2329",26020,"Fajardo",1642
"2330",26020,"Fico",2851
"2331",26020,"Petro",2415
"2332",26025,"Fajardo",201
"2333",26025,"Fico",353
"2334",26025,"Petro",497
"2335",26030,"Fajardo",646
"2336",26030,"Fico",1160
"2337",26030,"Petro",723
"2338",26040,"Fajardo",310
"2339",26040,"Fico",762
"2340",26040,"Petro",553
"2341",26050,"Fajardo",1294
"2342",26050,"Fico",2546
"2343",26050,"Petro",2822
"2344",26060,"Fajardo",1922
"2345",26060,"Fico",3552
"2346",26060,"Petro",2361
"2347",26070,"Fajardo",340
"2348",26070,"Fico",712
"2349",26070,"Petro",423
"2350",26080,"Fajardo",1383
"2351",26080,"Fico",2962
"2352",26080,"Petro",2870
"2353",26090,"Fajardo",335
"2354",26090,"Fico",891
"2355",26090,"Petro",548
"2356",27001,"Fajardo",38086
"2357",27001,"Fico",49709
"2358",27001,"Petro",71916
"2359",27004,"Fajardo",35
"2360",27004,"Fico",80
"2361",27004,"Petro",52
"2362",27007,"Fajardo",188
"2363",27007,"Fico",150
"2364",27007,"Petro",196
"2365",27010,"Fajardo",264
"2366",27010,"Fico",330
"2367",27010,"Petro",362
"2368",27013,"Fajardo",1551
"2369",27013,"Fico",1507
"2370",27013,"Petro",2911
"2371",27016,"Fajardo",353
"2372",27016,"Fico",499
"2373",27016,"Petro",627
"2374",27019,"Fajardo",7171
"2375",27019,"Fico",9572
"2376",27019,"Petro",48108
"2377",27022,"Fajardo",85
"2378",27022,"Fico",185
"2379",27022,"Petro",266
"2380",27025,"Fajardo",190
"2381",27025,"Fico",223
"2382",27025,"Petro",611
"2383",27028,"Fajardo",46
"2384",27028,"Fico",86
"2385",27028,"Petro",47
"2386",27031,"Fajardo",55
"2387",27031,"Fico",130
"2388",27031,"Petro",85
"2389",27034,"Fajardo",440
"2390",27034,"Fico",698
"2391",27034,"Petro",221
"2392",27037,"Fajardo",141
"2393",27037,"Fico",99
"2394",27037,"Petro",119
"2395",27040,"Fajardo",98
"2396",27040,"Fico",119
"2397",27040,"Petro",111
"2398",27043,"Fajardo",180
"2399",27043,"Fico",151
"2400",27043,"Petro",186
"2401",27045,"Fajardo",579
"2402",27045,"Fico",1103
"2403",27045,"Petro",1809
"2404",27046,"Fajardo",261
"2405",27046,"Fico",148
"2406",27046,"Petro",300
"2407",27049,"Fajardo",76
"2408",27049,"Fico",224
"2409",27049,"Petro",104
"2410",27052,"Fajardo",121
"2411",27052,"Fico",240
"2412",27052,"Petro",195
"2413",27055,"Fajardo",157
"2414",27055,"Fico",106
"2415",27055,"Petro",186
"2416",27058,"Fajardo",417
"2417",27058,"Fico",480
"2418",27058,"Petro",880
"2419",27061,"Fajardo",397
"2420",27061,"Fico",519
"2421",27061,"Petro",776
"2422",27064,"Fajardo",79
"2423",27064,"Fico",258
"2424",27064,"Petro",120
"2425",27067,"Fajardo",136
"2426",27067,"Fico",155
"2427",27067,"Petro",76
"2428",27070,"Fajardo",140
"2429",27070,"Fico",67
"2430",27070,"Petro",254
"2431",27071,"Fajardo",193
"2432",27071,"Fico",646
"2433",27071,"Petro",398
"2434",27073,"Fajardo",40
"2435",27073,"Fico",73
"2436",27073,"Petro",46
"2437",27074,"Fajardo",227
"2438",27074,"Fico",520
"2439",27074,"Petro",532
"2440",27075,"Fajardo",105
"2441",27075,"Fico",75
"2442",27075,"Petro",155
"2443",27076,"Fajardo",72
"2444",27076,"Fico",105
"2445",27076,"Petro",60
"2446",27079,"Fajardo",215
"2447",27079,"Fico",207
"2448",27079,"Petro",156
"2449",27080,"Fajardo",155
"2450",27080,"Fico",170
"2451",27080,"Petro",352
"2452",27082,"Fajardo",13778
"2453",27082,"Fico",19393
"2454",27082,"Petro",28948
"2455",27085,"Fajardo",68
"2456",27085,"Fico",252
"2457",27085,"Petro",110
"2458",27088,"Fajardo",109
"2459",27088,"Fico",108
"2460",27088,"Petro",128
"2461",27091,"Fajardo",5323
"2462",27091,"Fico",7508
"2463",27091,"Petro",14718
"2464",27094,"Fajardo",133
"2465",27094,"Fico",435
"2466",27094,"Petro",207
"2467",27097,"Fajardo",123
"2468",27097,"Fico",415
"2469",27097,"Petro",180
"2470",27100,"Fajardo",78
"2471",27100,"Fico",111
"2472",27100,"Petro",43
"2473",27103,"Fajardo",238
"2474",27103,"Fico",203
"2475",27103,"Petro",489
"2476",27106,"Fajardo",198
"2477",27106,"Fico",127
"2478",27106,"Petro",428
"2479",27109,"Fajardo",53
"2480",27109,"Fico",81
"2481",27109,"Petro",86
"2482",27112,"Fajardo",174
"2483",27112,"Fico",284
"2484",27112,"Petro",300
"2485",27115,"Fajardo",84
"2486",27115,"Fico",39
"2487",27115,"Petro",38
"2488",27118,"Fajardo",88
"2489",27118,"Fico",146
"2490",27118,"Petro",165
"2491",27119,"Fajardo",206
"2492",27119,"Fico",460
"2493",27119,"Petro",322
"2494",27120,"Fajardo",170
"2495",27120,"Fico",297
"2496",27120,"Petro",692
"2497",27121,"Fajardo",1082
"2498",27121,"Fico",2130
"2499",27121,"Petro",1978
"2500",27124,"Fajardo",302
"2501",27124,"Fico",362
"2502",27124,"Petro",537
"2503",27127,"Fajardo",145
"2504",27127,"Fico",115
"2505",27127,"Petro",78
"2506",27130,"Fajardo",1055
"2507",27130,"Fico",1343
"2508",27130,"Petro",1536
"2509",27133,"Fajardo",125
"2510",27133,"Fico",229
"2511",27133,"Petro",263
"2512",27136,"Fajardo",240
"2513",27136,"Fico",327
"2514",27136,"Petro",335
"2515",27139,"Fajardo",125
"2516",27139,"Fico",131
"2517",27139,"Petro",92
"2518",27142,"Fajardo",128
"2519",27142,"Fico",185
"2520",27142,"Petro",152
"2521",27145,"Fajardo",370
"2522",27145,"Fico",631
"2523",27145,"Petro",601
"2524",27148,"Fajardo",82
"2525",27148,"Fico",59
"2526",27148,"Petro",107
"2527",27151,"Fajardo",53
"2528",27151,"Fico",98
"2529",27151,"Petro",76
"2530",27154,"Fajardo",102
"2531",27154,"Fico",292
"2532",27154,"Petro",88
"2533",27157,"Fajardo",188
"2534",27157,"Fico",227
"2535",27157,"Petro",202
"2536",27160,"Fajardo",6120
"2537",27160,"Fico",8276
"2538",27160,"Petro",15296
"2539",27163,"Fajardo",171
"2540",27163,"Fico",215
"2541",27163,"Petro",232
"2542",27166,"Fajardo",848
"2543",27166,"Fico",719
"2544",27166,"Petro",1339
"2545",27167,"Fajardo",89
"2546",27167,"Fico",140
"2547",27167,"Petro",206
"2548",27169,"Fajardo",518
"2549",27169,"Fico",1011
"2550",27169,"Petro",3960
"2551",27172,"Fajardo",521
"2552",27172,"Fico",877
"2553",27172,"Petro",1216
"2554",27174,"Fajardo",468
"2555",27174,"Fico",781
"2556",27174,"Petro",2127
"2557",27175,"Fajardo",235
"2558",27175,"Fico",293
"2559",27175,"Petro",361
"2560",27178,"Fajardo",51
"2561",27178,"Fico",49
"2562",27178,"Petro",83
"2563",27181,"Fajardo",2502
"2564",27181,"Fico",3554
"2565",27181,"Petro",5729
"2566",27184,"Fajardo",101
"2567",27184,"Fico",89
"2568",27184,"Petro",105
"2569",27187,"Fajardo",137
"2570",27187,"Fico",323
"2571",27187,"Petro",187
"2572",27190,"Fajardo",70
"2573",27190,"Fico",67
"2574",27190,"Petro",141
"2575",27193,"Fajardo",549
"2576",27193,"Fico",1068
"2577",27193,"Petro",1479
"2578",27194,"Fajardo",49
"2579",27194,"Fico",109
"2580",27194,"Petro",120
"2581",27195,"Fajardo",73
"2582",27195,"Fico",160
"2583",27195,"Petro",91
"2584",27196,"Fajardo",237
"2585",27196,"Fico",314
"2586",27196,"Petro",388
"2587",27199,"Fajardo",1301
"2588",27199,"Fico",2483
"2589",27199,"Petro",2079
"2590",27202,"Fajardo",360
"2591",27202,"Fico",425
"2592",27202,"Petro",416
"2593",27205,"Fajardo",128
"2594",27205,"Fico",228
"2595",27205,"Petro",186
"2596",27208,"Fajardo",90
"2597",27208,"Fico",202
"2598",27208,"Petro",195
"2599",27211,"Fajardo",154
"2600",27211,"Fico",118
"2601",27211,"Petro",202
"2602",27217,"Fajardo",262
"2603",27217,"Fico",196
"2604",27217,"Petro",419
"2605",27219,"Fajardo",45
"2606",27219,"Fico",281
"2607",27219,"Petro",25
"2608",27220,"Fajardo",793
"2609",27220,"Fico",948
"2610",27220,"Petro",1729
"2611",27221,"Fajardo",241
"2612",27221,"Fico",400
"2613",27221,"Petro",381
"2614",27223,"Fajardo",269
"2615",27223,"Fico",534
"2616",27223,"Petro",513
"2617",28001,"Fajardo",5956
"2618",28001,"Fico",30413
"2619",28001,"Petro",51457
"2620",28010,"Fajardo",118
"2621",28010,"Fico",1101
"2622",28010,"Petro",1572
"2623",28020,"Fajardo",194
"2624",28020,"Fico",515
"2625",28020,"Petro",2105
"2626",28030,"Fajardo",205
"2627",28030,"Fico",505
"2628",28030,"Petro",1510
"2629",28040,"Fajardo",1212
"2630",28040,"Fico",6809
"2631",28040,"Petro",13315
"2632",28041,"Fajardo",298
"2633",28041,"Fico",1249
"2634",28041,"Petro",2067
"2635",28042,"Fajardo",132
"2636",28042,"Fico",803
"2637",28042,"Petro",2452
"2638",28045,"Fajardo",82
"2639",28045,"Fico",385
"2640",28045,"Petro",619
"2641",28048,"Fajardo",257
"2642",28048,"Fico",2156
"2643",28048,"Petro",1405
"2644",28049,"Fajardo",171
"2645",28049,"Fico",938
"2646",28049,"Petro",1044
"2647",28050,"Fajardo",331
"2648",28050,"Fico",783
"2649",28050,"Petro",2026
"2650",28055,"Fajardo",435
"2651",28055,"Fico",1972
"2652",28055,"Petro",7242
"2653",28060,"Fajardo",532
"2654",28060,"Fico",2714
"2655",28060,"Petro",2204
"2656",28080,"Fajardo",312
"2657",28080,"Fico",1459
"2658",28080,"Petro",3649
"2659",28100,"Fajardo",265
"2660",28100,"Fico",1961
"2661",28100,"Petro",5453
"2662",28120,"Fajardo",205
"2663",28120,"Fico",926
"2664",28120,"Petro",2114
"2665",28160,"Fajardo",668
"2666",28160,"Fico",3411
"2667",28160,"Petro",6792
"2668",28180,"Fajardo",237
"2669",28180,"Fico",1482
"2670",28180,"Petro",3782
"2671",28190,"Fajardo",144
"2672",28190,"Fico",1683
"2673",28190,"Petro",3172
"2674",28200,"Fajardo",574
"2675",28200,"Fico",3727
"2676",28200,"Petro",5716
"2677",28220,"Fajardo",779
"2678",28220,"Fico",3125
"2679",28220,"Petro",7337
"2680",28240,"Fajardo",229
"2681",28240,"Fico",1955
"2682",28240,"Petro",2988
"2683",28260,"Fajardo",392
"2684",28260,"Fico",3783
"2685",28260,"Petro",3618
"2686",28280,"Fajardo",219
"2687",28280,"Fico",1739
"2688",28280,"Petro",1949
"2689",28300,"Fajardo",748
"2690",28300,"Fico",2365
"2691",28300,"Petro",6477
"2692",28320,"Fajardo",509
"2693",28320,"Fico",2061
"2694",28320,"Petro",4449
"2695",31001,"Fajardo",104224
"2696",31001,"Fico",170082
"2697",31001,"Petro",364043
"2698",31004,"Fajardo",354
"2699",31004,"Fico",699
"2700",31004,"Petro",882
"2701",31007,"Fajardo",588
"2702",31007,"Fico",1520
"2703",31007,"Petro",3132
"2704",31010,"Fajardo",450
"2705",31010,"Fico",1640
"2706",31010,"Petro",866
"2707",31013,"Fajardo",147
"2708",31013,"Fico",459
"2709",31013,"Petro",229
"2710",31016,"Fajardo",387
"2711",31016,"Fico",1329
"2712",31016,"Petro",988
"2713",31019,"Fajardo",3780
"2714",31019,"Fico",8247
"2715",31019,"Petro",45806
"2716",31022,"Fajardo",5668
"2717",31022,"Fico",9493
"2718",31022,"Petro",23181
"2719",31025,"Fajardo",634
"2720",31025,"Fico",1140
"2721",31025,"Petro",5147
"2722",31028,"Fajardo",980
"2723",31028,"Fico",3140
"2724",31028,"Petro",2280
"2725",31031,"Fajardo",2502
"2726",31031,"Fico",3658
"2727",31031,"Petro",16943
"2728",31034,"Fajardo",5255
"2729",31034,"Fico",14122
"2730",31034,"Petro",13635
"2731",31037,"Fajardo",1036
"2732",31037,"Fico",1590
"2733",31037,"Petro",4232
"2734",31040,"Fajardo",492
"2735",31040,"Fico",1092
"2736",31040,"Petro",1923
"2737",31043,"Fajardo",312
"2738",31043,"Fico",841
"2739",31043,"Petro",373
"2740",31046,"Fajardo",159
"2741",31046,"Fico",448
"2742",31046,"Petro",278
"2743",31049,"Fajardo",1818
"2744",31049,"Fico",3752
"2745",31049,"Petro",11227
"2746",31052,"Fajardo",151
"2747",31052,"Fico",795
"2748",31052,"Petro",723
"2749",31055,"Fajardo",1860
"2750",31055,"Fico",3185
"2751",31055,"Petro",14733
"2752",31058,"Fajardo",488
"2753",31058,"Fico",1424
"2754",31058,"Petro",2420
"2755",31061,"Fajardo",628
"2756",31061,"Fico",3421
"2757",31061,"Petro",5702
"2758",31064,"Fajardo",5497
"2759",31064,"Fico",7651
"2760",31064,"Petro",23632
"2761",31067,"Fajardo",458
"2762",31067,"Fico",1189
"2763",31067,"Petro",1537
"2764",31070,"Fajardo",1022
"2765",31070,"Fico",2619
"2766",31070,"Petro",2022
"2767",31073,"Fajardo",345
"2768",31073,"Fico",1041
"2769",31073,"Petro",796
"2770",31076,"Fajardo",210
"2771",31076,"Fico",631
"2772",31076,"Petro",1342
"2773",31079,"Fajardo",14258
"2774",31079,"Fico",21609
"2775",31079,"Petro",55144
"2776",31082,"Fajardo",1448
"2777",31082,"Fico",2242
"2778",31082,"Petro",8842
"2779",31085,"Fajardo",546
"2780",31085,"Fico",871
"2781",31085,"Petro",1483
"2782",31088,"Fajardo",614
"2783",31088,"Fico",1272
"2784",31088,"Petro",1321
"2785",31091,"Fajardo",1178
"2786",31091,"Fico",3620
"2787",31091,"Petro",3905
"2788",31094,"Fajardo",451
"2789",31094,"Fico",1265
"2790",31094,"Petro",1867
"2791",31097,"Fajardo",1539
"2792",31097,"Fico",2880
"2793",31097,"Petro",3320
"2794",31100,"Fajardo",352
"2795",31100,"Fico",848
"2796",31100,"Petro",736
"2797",31103,"Fajardo",636
"2798",31103,"Fico",1598
"2799",31103,"Petro",1117
"2800",31106,"Fajardo",7768
"2801",31106,"Fico",18782
"2802",31106,"Petro",26034
"2803",31109,"Fajardo",154
"2804",31109,"Fico",360
"2805",31109,"Petro",417
"2806",31112,"Fajardo",209
"2807",31112,"Fico",668
"2808",31112,"Petro",394
"2809",31115,"Fajardo",237
"2810",31115,"Fico",2529
"2811",31115,"Petro",1465
"2812",31118,"Fajardo",435
"2813",31118,"Fico",1183
"2814",31118,"Petro",1743
"2815",31121,"Fajardo",3507
"2816",31121,"Fico",6096
"2817",31121,"Petro",26374
"2818",31124,"Fajardo",1143
"2819",31124,"Fico",2922
"2820",31124,"Petro",7834
"2821",40001,"Fajardo",3878
"2822",40001,"Fico",6460
"2823",40001,"Petro",4094
"2824",40005,"Fajardo",1548
"2825",40005,"Fico",2031
"2826",40005,"Petro",3096
"2827",40010,"Fajardo",1063
"2828",40010,"Fico",1033
"2829",40010,"Petro",4125
"2830",40015,"Fajardo",78
"2831",40015,"Fico",163
"2832",40015,"Petro",135
"2833",40017,"Fajardo",214
"2834",40017,"Fico",371
"2835",40017,"Petro",1495
"2836",40020,"Fajardo",132
"2837",40020,"Fico",269
"2838",40020,"Petro",78
"2839",40025,"Fajardo",945
